name,year,coal,gas,oil,tradition,nuclear,clean,per
NC,2011,0,0,0,0,424.1,572,57.42
NC,2012,0,0,0,0,412.7,560,57.57
NC,2013,0,0,0,0,420.5,605.3,59.01
NC,2014,0,0,0,0,428.5,595,58.13
NC,2015,0,0,0,0,440.2,608.4,58.02
ND,2006,397.5,71.3,229.6,698.4,0,724.5,50.92
ND,2007,385.1,76.8,259.8,721.7,0,762.4,51.37
ND,2008,387.4,68.8,361.6,817.8,0,870.7,51.57
ND,2009,391.8,80.4,460.2,932.4,0,"1,014.60",52.11
ND,2010,377.7,107.5,652.7,1137.9,0,"1,250.70",52.36
ND,2011,367.6,130.5,883.9,1382,0,"1,514.80",52.29
ND,2012,366.8,231.1,"1,405.50",2003.4,0,"2,130.00",51.53
ND,2013,369.5,317.9,"1,810.60",2498,0,"2,622.00",51.21
ND,2014,389.7,437.6,"2,287.90",3115.2,0,"3,253.20",51.08
ND,2015,392.2,664.2,"2,455.10",3511.5,0,"3,654.60",51.00
OH,2006,557.9,89.7,31.5,679.1,175.8,910.3,51.57
OH,2007,555.7,91.4,29.9,677,165.3,898.9,51.63
OH,2008,638.4,88.3,29.7,756.4,183.1,"1,045.90",52.68
OH,2009,670.2,92.5,28.3,791,159,"1,044.80",52.38
OH,2010,644.9,80.8,27.7,753.4,165.2,"1,032.30",52.91
OH,2011,679.2,81.3,27,787.5,155.8,"1,067.60",53.09
OH,2012,642.1,87.4,29.6,759.1,179.1,"1,067.30",53.22
OH,2013,612.3,175.4,46.2,833.9,168.5,"1,147.60",53.38
OH,2014,541.8,591.9,86.6,1220.3,170.3,"1,545.70",52.64
OH,2015,417.7,"1,182.80",148.1,1748.6,181.7,"2,076.70",51.83
OK,2006,43.1,"1,886.50",372.6,2302.2,0,"2,352.40",50.54
OK,2007,34.8,"1,985.00",370.9,2390.7,0,"2,465.10",50.77
OK,2008,29.9,"2,106.90",390.7,2527.5,0,"2,601.10",50.72
OK,2009,18.3,"2,131.60",386.5,2536.4,0,"2,615.70",50.77
OK,2010,17.6,"2,076.10",391,2484.7,0,"2,576.10",50.90
OK,2011,19.1,"2,163.40",434,2616.5,0,"2,712.40",50.90
OK,2012,22,"2,304.50",529.4,2855.9,0,"2,973.00",51.00
OK,2013,25.1,"2,290.60",690.1,3005.8,0,"3,163.50",51.28
OK,2014,20.6,"2,679.10",843.6,3543.3,0,"3,699.40",51.08
OK,2015,17.4,"2,891.70",902,3811.1,0,"3,992.80",51.16
OR,2006,0,0.6,0,0.6,0,433.7,99.86
OR,2007,0,0.4,0,0.4,0,397.3,99.90
OR,2008,0,0.8,0,0.8,0,415.3,99.81
OR,2009,0,0.8,0,0.8,0,416.5,99.81
OR,2010,0,1.4,0,1.4,0,393.1,99.65
OR,2011,0,1.4,0,1.4,0,512.5,99.73
OR,2012,0,0.8,0,0.8,0,495,99.84
OR,2013,0,0.8,0,0.8,0,457.5,99.83
OR,2014,0,1.2,0,1.2,0,479.2,99.75
OR,2015,0,0.9,0,0.9,0,425.1,99.79
PA,2006,"1,583.20",184.1,15,1782.3,785.7,"2,675.20",51.02
PA,2007,"1,557.00",190.6,16.2,1763.8,811.6,"2,680.50",51.00
PA,2008,"1,592.00",207.6,17.4,1817,822.1,"2,754.00",51.07
PA,2009,"1,439.90",286.2,17.2,1743.3,808.8,"2,678.40",51.21
PA,2010,"1,485.80",600.8,18.8,2105.4,813.5,"3,064.40",51.22
PA,2011,"1,511.50","1,374.30",20.1,2905.9,796.8,"3,869.70",51.10
PA,2012,"1,390.60","2,368.70",25,3784.3,787.8,"4,729.30",50.85
PA,2013,"1,379.30","3,452.70",30.4,4862.4,822.5,"5,869.30",50.80
PA,2014,"1,566.40","4,523.30",39.7,6129.4,823.3,"7,137.00",50.65
PA,2015,"1,278.10","5,128.40",40,6446.5,842,"7,460.50",50.58
RI,2006,0,0,0,0,0,2.6,100.00
